Namespace(b1=0.5, b2=0.999, batch_size=64, channels=3, img_size=64, latent_dim=100, lr=0.0002, n_cpu=8, n_epochs=200, sample_interval=400)
[Epoch 57/200] [Batch 80/91] [D loss: 0.500046] [G loss: 0.985660]
[Epoch 57/200] [Batch 81/91] [D loss: 0.491891] [G loss: 1.803759]
[Epoch 57/200] [Batch 82/91] [D loss: 0.409177] [G loss: 1.414229]
[Epoch 57/200] [Batch 83/91] [D loss: 0.431599] [G loss: 0.963535]
[Epoch 57/200] [Batch 84/91] [D loss: 0.441092] [G loss: 1.759423]
[Epoch 57/200] [Batch 85/91] [D loss: 0.291815] [G loss: 1.424392]
[Epoch 57/200] [Batch 86/91] [D loss: 0.454582] [G loss: 1.470747]
[Epoch 57/200] [Batch 87/91] [D loss: 0.372819] [G loss: 1.420186]
[Epoch 57/200] [Batch 88/91] [D loss: 0.403509] [G loss: 1.440476]
[Epoch 57/200] [Batch 89/91] [D loss: 0.418964] [G loss: 1.154993]
[Epoch 57/200] [Batch 90/91] [D loss: 0.511876] [G loss: 1.678086]
[Epoch 58/200] [Batch 0/91] [D loss: 0.471313] [G loss: 1.125102]
[Epoch 58/200] [Batch 1/91] [D loss: 0.357215] [G loss: 1.508893]
[Epoch 58/200] [Batch 2/91] [D loss: 0.404168] [G loss: 1.736831]
[Epoch 58/200] [Batch 3/91] [D loss: 0.493433] [G loss: 1.073439]
[Epoch 58/200] [Batch 4/91] [D loss: 0.463980] [G loss: 1.424248]
[Epoch 58/200] [Batch 5/91] [D loss: 0.413957] [G loss: 1.325494]
[Epoch 58/200] [Batch 6/91] [D loss: 0.384946] [G loss: 1.192480]
[Epoch 58/200] [Batch 7/91] [D loss: 0.394179] [G loss: 1.679441]
[Epoch 58/200] [Batch 8/91] [D loss: 0.401930] [G loss: 1.328712]
[Epoch 58/200] [Batch 9/91] [D loss: 0.471266] [G loss: 1.326769]
[Epoch 58/200] [Batch 10/91] [D loss: 0.444913] [G loss: 1.304760]
[Epoch 58/200] [Batch 11/91] [D loss: 0.467988] [G loss: 1.101395]
[Epoch 58/200] [Batch 12/91] [D loss: 0.469674] [G loss: 1.731586]
[Epoch 58/200] [Batch 13/91] [D loss: 0.574636] [G loss: 0.895792]
[Epoch 58/200] [Batch 14/91] [D loss: 0.752356] [G loss: 2.394301]
[Epoch 58/200] [Batch 15/91] [D loss: 0.484318] [G loss: 0.934085]
[Epoch 58/200] [Batch 16/91] [D loss: 0.480754] [G loss: 1.183428]
[Epoch 58/200] [Batch 17/91] [D loss: 0.404497] [G loss: 1.608926]
[Epoch 58/200] [Batch 18/91] [D loss: 0.467361] [G loss: 1.076167]
[Epoch 58/200] [Batch 19/91] [D loss: 0.466797] [G loss: 1.368831]
[Epoch 58/200] [Batch 20/91] [D loss: 0.481086] [G loss: 0.969592]
[Epoch 58/200] [Batch 21/91] [D loss: 0.480718] [G loss: 1.490527]
[Epoch 58/200] [Batch 22/91] [D loss: 0.479550] [G loss: 1.096730]
[Epoch 58/200] [Batch 23/91] [D loss: 0.443741] [G loss: 1.152917]
[Epoch 58/200] [Batch 24/91] [D loss: 0.444196] [G loss: 1.334007]
[Epoch 58/200] [Batch 25/91] [D loss: 0.433576] [G loss: 1.443011]
[Epoch 58/200] [Batch 26/91] [D loss: 0.405323] [G loss: 1.099592]
[Epoch 58/200] [Batch 27/91] [D loss: 0.504449] [G loss: 1.429182]
[Epoch 58/200] [Batch 28/91] [D loss: 0.520682] [G loss: 1.032813]
[Epoch 58/200] [Batch 29/91] [D loss: 0.487962] [G loss: 1.410164]
[Epoch 58/200] [Batch 30/91] [D loss: 0.443443] [G loss: 0.765989]
[Epoch 58/200] [Batch 31/91] [D loss: 0.654687] [G loss: 2.180717]
[Epoch 58/200] [Batch 32/91] [D loss: 0.524131] [G loss: 0.961429]
[Epoch 58/200] [Batch 33/91] [D loss: 0.446343] [G loss: 1.273277]
[Epoch 58/200] [Batch 34/91] [D loss: 0.514226] [G loss: 1.795950]
[Epoch 58/200] [Batch 35/91] [D loss: 0.442715] [G loss: 0.941161]
[Epoch 58/200] [Batch 36/91] [D loss: 0.384274] [G loss: 1.352655]
[Epoch 58/200] [Batch 37/91] [D loss: 0.463708] [G loss: 1.641163]
[Epoch 58/200] [Batch 38/91] [D loss: 0.450193] [G loss: 1.234301]
[Epoch 58/200] [Batch 39/91] [D loss: 0.433604] [G loss: 0.959808]
[Epoch 58/200] [Batch 40/91] [D loss: 0.473062] [G loss: 1.653466]
[Epoch 58/200] [Batch 41/91] [D loss: 0.383043] [G loss: 1.291702]
[Epoch 58/200] [Batch 42/91] [D loss: 0.509553] [G loss: 1.350512]
[Epoch 58/200] [Batch 43/91] [D loss: 0.446614] [G loss: 1.519021]
[Epoch 58/200] [Batch 44/91] [D loss: 0.417694] [G loss: 1.010400]
[Epoch 58/200] [Batch 45/91] [D loss: 0.349837] [G loss: 1.563777]
[Epoch 58/200] [Batch 46/91] [D loss: 0.358492] [G loss: 1.467494]
[Epoch 58/200] [Batch 47/91] [D loss: 0.416307] [G loss: 1.278851]
[Epoch 58/200] [Batch 48/91] [D loss: 0.360309] [G loss: 1.395123]
[Epoch 58/200] [Batch 49/91] [D loss: 0.413995] [G loss: 1.464514]
[Epoch 58/200] [Batch 50/91] [D loss: 0.402439] [G loss: 1.077224]
[Epoch 58/200] [Batch 51/91] [D loss: 0.506990] [G loss: 1.956212]
[Epoch 58/200] [Batch 52/91] [D loss: 0.654694] [G loss: 0.749046]
[Epoch 58/200] [Batch 53/91] [D loss: 0.704503] [G loss: 2.623453]
[Epoch 58/200] [Batch 54/91] [D loss: 0.520994] [G loss: 1.022838]
[Epoch 58/200] [Batch 55/91] [D loss: 0.366865] [G loss: 1.442160]
[Epoch 58/200] [Batch 56/91] [D loss: 0.532252] [G loss: 1.326679]
[Epoch 58/200] [Batch 57/91] [D loss: 0.537714] [G loss: 0.965113]
[Epoch 58/200] [Batch 58/91] [D loss: 0.486494] [G loss: 1.712528]
[Epoch 58/200] [Batch 59/91] [D loss: 0.446203] [G loss: 1.120908]
[Epoch 58/200] [Batch 60/91] [D loss: 0.446113] [G loss: 1.066485]
[Epoch 58/200] [Batch 61/91] [D loss: 0.465986] [G loss: 1.874896]
[Epoch 58/200] [Batch 62/91] [D loss: 0.444946] [G loss: 1.117855]
[Epoch 58/200] [Batch 63/91] [D loss: 0.467420] [G loss: 1.360769]
[Epoch 58/200] [Batch 64/91] [D loss: 0.546183] [G loss: 1.351184]
[Epoch 58/200] [Batch 65/91] [D loss: 0.452536] [G loss: 1.381536]
[Epoch 58/200] [Batch 66/91] [D loss: 0.482693] [G loss: 1.047549]
[Epoch 58/200] [Batch 67/91] [D loss: 0.531530] [G loss: 0.945958]
[Epoch 58/200] [Batch 68/91] [D loss: 0.521273] [G loss: 1.700843]
[Epoch 58/200] [Batch 69/91] [D loss: 0.514552] [G loss: 1.026614]
[Epoch 58/200] [Batch 70/91] [D loss: 0.568638] [G loss: 1.679823]
[Epoch 58/200] [Batch 71/91] [D loss: 0.483402] [G loss: 1.069360]
[Epoch 58/200] [Batch 72/91] [D loss: 0.462745] [G loss: 1.171368]
[Epoch 58/200] [Batch 73/91] [D loss: 0.447402] [G loss: 1.455816]
[Epoch 58/200] [Batch 74/91] [D loss: 0.421439] [G loss: 1.153347]
[Epoch 58/200] [Batch 75/91] [D loss: 0.521532] [G loss: 1.393844]
[Epoch 58/200] [Batch 76/91] [D loss: 0.475336] [G loss: 1.282115]
[Epoch 58/200] [Batch 77/91] [D loss: 0.482206] [G loss: 1.110817]
[Epoch 58/200] [Batch 78/91] [D loss: 0.517197] [G loss: 1.332135]
[Epoch 58/200] [Batch 79/91] [D loss: 0.492093] [G loss: 1.048309]
[Epoch 58/200] [Batch 80/91] [D loss: 0.487525] [G loss: 1.211885]
[Epoch 58/200] [Batch 81/91] [D loss: 0.460913] [G loss: 1.374658]
[Epoch 58/200] [Batch 82/91] [D loss: 0.404602] [G loss: 1.400390]
[Epoch 58/200] [Batch 83/91] [D loss: 0.531579] [G loss: 1.767601]
[Epoch 58/200] [Batch 84/91] [D loss: 0.499914] [G loss: 0.793446]
[Epoch 58/200] [Batch 85/91] [D loss: 0.501721] [G loss: 1.272327]
[Epoch 58/200] [Batch 86/91] [D loss: 0.487446] [G loss: 1.089897]
[Epoch 58/200] [Batch 87/91] [D loss: 0.476814] [G loss: 1.539710]
[Epoch 58/200] [Batch 88/91] [D loss: 0.454030] [G loss: 1.239532]
[Epoch 58/200] [Batch 89/91] [D loss: 0.454224] [G loss: 1.132241]
[Epoch 58/200] [Batch 90/91] [D loss: 0.443496] [G loss: 1.571965]
[Epoch 59/200] [Batch 0/91] [D loss: 0.439818] [G loss: 1.217868]
[Epoch 59/200] [Batch 1/91] [D loss: 0.435941] [G loss: 1.641401]
[Epoch 59/200] [Batch 2/91] [D loss: 0.416738] [G loss: 1.213768]
[Epoch 59/200] [Batch 3/91] [D loss: 0.440150] [G loss: 1.366173]
[Epoch 59/200] [Batch 4/91] [D loss: 0.422596] [G loss: 1.265477]
[Epoch 59/200] [Batch 5/91] [D loss: 0.410573] [G loss: 1.403795]
[Epoch 59/200] [Batch 6/91] [D loss: 0.475038] [G loss: 1.407933]
[Epoch 59/200] [Batch 7/91] [D loss: 0.415797] [G loss: 1.172781]
[Epoch 59/200] [Batch 8/91] [D loss: 0.460867] [G loss: 1.922339]
[Epoch 59/200] [Batch 9/91] [D loss: 0.477959] [G loss: 1.020678]
[Epoch 59/200] [Batch 10/91] [D loss: 0.567705] [G loss: 2.167177]
[Epoch 59/200] [Batch 11/91] [D loss: 0.506470] [G loss: 0.988546]
[Epoch 59/200] [Batch 12/91] [D loss: 0.433636] [G loss: 1.471864]
[Epoch 59/200] [Batch 13/91] [D loss: 0.413311] [G loss: 1.390988]
[Epoch 59/200] [Batch 14/91] [D loss: 0.413048] [G loss: 1.327721]
[Epoch 59/200] [Batch 15/91] [D loss: 0.429776] [G loss: 1.530358]
[Epoch 59/200] [Batch 16/91] [D loss: 0.432855] [G loss: 1.375340]
[Epoch 59/200] [Batch 17/91] [D loss: 0.398974] [G loss: 1.304201]
[Epoch 59/200] [Batch 18/91] [D loss: 0.482145] [G loss: 1.900326]
[Epoch 59/200] [Batch 19/91] [D loss: 0.515988] [G loss: 0.750350]
[Epoch 59/200] [Batch 20/91] [D loss: 0.491567] [G loss: 1.911238]
[Epoch 59/200] [Batch 21/91] [D loss: 0.391628] [G loss: 1.206508]
[Epoch 59/200] [Batch 22/91] [D loss: 0.463923] [G loss: 1.816150]
[Epoch 59/200] [Batch 23/91] [D loss: 0.433021] [G loss: 1.144790]
[Epoch 59/200] [Batch 24/91] [D loss: 0.432663] [G loss: 1.733654]
[Epoch 59/200] [Batch 25/91] [D loss: 0.379601] [G loss: 1.545751]
[Epoch 59/200] [Batch 26/91] [D loss: 0.441142] [G loss: 1.721801]
[Epoch 59/200] [Batch 27/91] [D loss: 0.488305] [G loss: 0.944109]
[Epoch 59/200] [Batch 28/91] [D loss: 0.526846] [G loss: 2.058532]
[Epoch 59/200] [Batch 29/91] [D loss: 0.444909] [G loss: 1.070094]
[Epoch 59/200] [Batch 30/91] [D loss: 0.455347] [G loss: 1.304787]
[Epoch 59/200] [Batch 31/91] [D loss: 0.446533] [G loss: 1.677778]
[Epoch 59/200] [Batch 32/91] [D loss: 0.499937] [G loss: 0.987762]
[Epoch 59/200] [Batch 33/91] [D loss: 0.574761] [G loss: 1.632547]
[Epoch 59/200] [Batch 34/91] [D loss: 0.531208] [G loss: 0.803867]
[Epoch 59/200] [Batch 35/91] [D loss: 0.437769] [G loss: 2.086505]
[Epoch 59/200] [Batch 36/91] [D loss: 0.372707] [G loss: 1.218531]
[Epoch 59/200] [Batch 37/91] [D loss: 0.477959] [G loss: 1.226920]
[Epoch 59/200] [Batch 38/91] [D loss: 0.435715] [G loss: 1.520108]
[Epoch 59/200] [Batch 39/91] [D loss: 0.418359] [G loss: 1.277184]
[Epoch 59/200] [Batch 40/91] [D loss: 0.454052] [G loss: 1.178071]
[Epoch 59/200] [Batch 41/91] [D loss: 0.540971] [G loss: 1.242030]
[Epoch 59/200] [Batch 42/91] [D loss: 0.504741] [G loss: 1.033164]
[Epoch 59/200] [Batch 43/91] [D loss: 0.553999] [G loss: 1.840316]
[Epoch 59/200] [Batch 44/91] [D loss: 0.546441] [G loss: 0.856028]
[Epoch 59/200] [Batch 45/91] [D loss: 0.428115] [G loss: 1.355144]
[Epoch 59/200] [Batch 46/91] [D loss: 0.413080] [G loss: 1.553627]
[Epoch 59/200] [Batch 47/91] [D loss: 0.473228] [G loss: 1.179021]
[Epoch 59/200] [Batch 48/91] [D loss: 0.447055] [G loss: 1.445561]
[Epoch 59/200] [Batch 49/91] [D loss: 0.501369] [G loss: 1.350835]
[Epoch 59/200] [Batch 50/91] [D loss: 0.545835] [G loss: 0.775461]
[Epoch 59/200] [Batch 51/91] [D loss: 0.588460] [G loss: 2.492618]
[Epoch 59/200] [Batch 52/91] [D loss: 0.478062] [G loss: 1.566140]
[Epoch 59/200] [Batch 53/91] [D loss: 0.798157] [G loss: 0.797159]
[Epoch 59/200] [Batch 54/91] [D loss: 0.435575] [G loss: 1.761081]
[Epoch 59/200] [Batch 55/91] [D loss: 0.398443] [G loss: 1.661000]
[Epoch 59/200] [Batch 56/91] [D loss: 0.390343] [G loss: 1.123181]
[Epoch 59/200] [Batch 57/91] [D loss: 0.424062] [G loss: 1.257090]
[Epoch 59/200] [Batch 58/91] [D loss: 0.420076] [G loss: 1.722453]
[Epoch 59/200] [Batch 59/91] [D loss: 0.383063] [G loss: 1.255970]
[Epoch 59/200] [Batch 60/91] [D loss: 0.367342] [G loss: 1.256648]
[Epoch 59/200] [Batch 61/91] [D loss: 0.381418] [G loss: 1.686033]
[Epoch 59/200] [Batch 62/91] [D loss: 0.335531] [G loss: 1.419193]
[Epoch 59/200] [Batch 63/91] [D loss: 0.352075] [G loss: 1.407474]
[Epoch 59/200] [Batch 64/91] [D loss: 0.318204] [G loss: 1.471231]
[Epoch 59/200] [Batch 65/91] [D loss: 0.378313] [G loss: 1.442706]
[Epoch 59/200] [Batch 66/91] [D loss: 0.367701] [G loss: 1.423467]
[Epoch 59/200] [Batch 67/91] [D loss: 0.383783] [G loss: 1.713762]
[Epoch 59/200] [Batch 68/91] [D loss: 0.409909] [G loss: 1.021498]
[Epoch 59/200] [Batch 69/91] [D loss: 0.391321] [G loss: 1.720217]
[Epoch 59/200] [Batch 70/91] [D loss: 0.401712] [G loss: 1.325800]
[Epoch 59/200] [Batch 71/91] [D loss: 0.434744] [G loss: 1.242929]
[Epoch 59/200] [Batch 72/91] [D loss: 0.446082] [G loss: 1.630224]
[Epoch 59/200] [Batch 73/91] [D loss: 0.519281] [G loss: 0.858925]
[Epoch 59/200] [Batch 74/91] [D loss: 0.565727] [G loss: 2.659711]
[Epoch 59/200] [Batch 75/91] [D loss: 0.463068] [G loss: 1.186336]
[Epoch 59/200] [Batch 76/91] [D loss: 0.391559] [G loss: 1.046008]
[Epoch 59/200] [Batch 77/91] [D loss: 0.360131] [G loss: 1.651785]
[Epoch 59/200] [Batch 78/91] [D loss: 0.411035] [G loss: 1.600749]
[Epoch 59/200] [Batch 79/91] [D loss: 0.381120] [G loss: 1.331678]
[Epoch 59/200] [Batch 80/91] [D loss: 0.441118] [G loss: 1.296936]
[Epoch 59/200] [Batch 81/91] [D loss: 0.431346] [G loss: 1.286729]
[Epoch 59/200] [Batch 82/91] [D loss: 0.419314] [G loss: 1.440662]
[Epoch 59/200] [Batch 83/91] [D loss: 0.376497] [G loss: 1.427292]
[Epoch 59/200] [Batch 84/91] [D loss: 0.395215] [G loss: 1.168787]
[Epoch 59/200] [Batch 85/91] [D loss: 0.336083] [G loss: 1.711724]
[Epoch 59/200] [Batch 86/91] [D loss: 0.415944] [G loss: 1.481744]
[Epoch 59/200] [Batch 87/91] [D loss: 0.557477] [G loss: 0.918955]
[Epoch 59/200] [Batch 88/91] [D loss: 0.565024] [G loss: 2.346640]
[Epoch 59/200] [Batch 89/91] [D loss: 0.442364] [G loss: 1.533717]
[Epoch 59/200] [Batch 90/91] [D loss: 0.530690] [G loss: 0.747654]
[Epoch 60/200] [Batch 0/91] [D loss: 0.495055] [G loss: 1.793056]
[Epoch 60/200] [Batch 1/91] [D loss: 0.422376] [G loss: 1.377537]
[Epoch 60/200] [Batch 2/91] [D loss: 0.450172] [G loss: 0.946310]
[Epoch 60/200] [Batch 3/91] [D loss: 0.372900] [G loss: 1.793836]
[Epoch 60/200] [Batch 4/91] [D loss: 0.405402] [G loss: 1.517058]
[Epoch 60/200] [Batch 5/91] [D loss: 0.405698] [G loss: 1.042287]
[Epoch 60/200] [Batch 6/91] [D loss: 0.431903] [G loss: 1.756600]
[Epoch 60/200] [Batch 7/91] [D loss: 0.426432] [G loss: 1.106045]
[Epoch 60/200] [Batch 8/91] [D loss: 0.414017] [G loss: 1.819096]
[Epoch 60/200] [Batch 9/91] [D loss: 0.406305] [G loss: 1.709199]
[Epoch 60/200] [Batch 10/91] [D loss: 0.434122] [G loss: 1.187659]
[Epoch 60/200] [Batch 11/91] [D loss: 0.378549] [G loss: 1.664684]
[Epoch 60/200] [Batch 12/91] [D loss: 0.407939] [G loss: 1.495401]
[Epoch 60/200] [Batch 13/91] [D loss: 0.477262] [G loss: 1.075438]
[Epoch 60/200] [Batch 14/91] [D loss: 0.410222] [G loss: 1.653739]
[Epoch 60/200] [Batch 15/91] [D loss: 0.425756] [G loss: 1.554052]
[Epoch 60/200] [Batch 16/91] [D loss: 0.476062] [G loss: 0.996471]
[Epoch 60/200] [Batch 17/91] [D loss: 0.392506] [G loss: 1.534323]
[Epoch 60/200] [Batch 18/91] [D loss: 0.345452] [G loss: 1.424899]
[Epoch 60/200] [Batch 19/91] [D loss: 0.414477] [G loss: 1.666582]
[Epoch 60/200] [Batch 20/91] [D loss: 0.419711] [G loss: 1.531874]
[Epoch 60/200] [Batch 21/91] [D loss: 0.465502] [G loss: 1.045203]
[Epoch 60/200] [Batch 22/91] [D loss: 0.444947] [G loss: 1.646862]
[Epoch 60/200] [Batch 23/91] [D loss: 0.400949] [G loss: 1.245321]
[Epoch 60/200] [Batch 24/91] [D loss: 0.381520] [G loss: 1.869085]
[Epoch 60/200] [Batch 25/91] [D loss: 0.390820] [G loss: 1.604120]
[Epoch 60/200] [Batch 26/91] [D loss: 0.496851] [G loss: 0.929339]
[Epoch 60/200] [Batch 27/91] [D loss: 0.594747] [G loss: 2.460193]
[Epoch 60/200] [Batch 28/91] [D loss: 0.469270] [G loss: 0.991251]
[Epoch 60/200] [Batch 29/91] [D loss: 0.393130] [G loss: 1.524289]
[Epoch 60/200] [Batch 30/91] [D loss: 0.383914] [G loss: 1.548837]
[Epoch 60/200] [Batch 31/91] [D loss: 0.494723] [G loss: 1.621039]
[Epoch 60/200] [Batch 32/91] [D loss: 0.551860] [G loss: 0.972692]
[Epoch 60/200] [Batch 33/91] [D loss: 0.434741] [G loss: 1.967537]
[Epoch 60/200] [Batch 34/91] [D loss: 0.473969] [G loss: 1.338896]
[Epoch 60/200] [Batch 35/91] [D loss: 0.462559] [G loss: 1.236905]
[Epoch 60/200] [Batch 36/91] [D loss: 0.526808] [G loss: 1.541640]
[Epoch 60/200] [Batch 37/91] [D loss: 0.558288] [G loss: 0.966545]
[Epoch 60/200] [Batch 38/91] [D loss: 0.513471] [G loss: 2.231841]
[Epoch 60/200] [Batch 39/91] [D loss: 0.516671] [G loss: 1.178755]
[Epoch 60/200] [Batch 40/91] [D loss: 0.530179] [G loss: 1.016377]
[Epoch 60/200] [Batch 41/91] [D loss: 0.508592] [G loss: 1.749017]
[Epoch 60/200] [Batch 42/91] [D loss: 0.504593] [G loss: 1.205193]
[Epoch 60/200] [Batch 43/91] [D loss: 0.521912] [G loss: 1.128860]
[Epoch 60/200] [Batch 44/91] [D loss: 0.476803] [G loss: 1.730996]
[Epoch 60/200] [Batch 45/91] [D loss: 0.521467] [G loss: 0.997452]
[Epoch 60/200] [Batch 46/91] [D loss: 0.567831] [G loss: 1.575534]
[Epoch 60/200] [Batch 47/91] [D loss: 0.500130] [G loss: 1.181939]
[Epoch 60/200] [Batch 48/91] [D loss: 0.584530] [G loss: 1.567073]
[Epoch 60/200] [Batch 49/91] [D loss: 0.624499] [G loss: 0.779002]
[Epoch 60/200] [Batch 50/91] [D loss: 0.536640] [G loss: 2.390505]
[Epoch 60/200] [Batch 51/91] [D loss: 0.434104] [G loss: 1.174767]
[Epoch 60/200] [Batch 52/91] [D loss: 0.464317] [G loss: 1.318330]
[Epoch 60/200] [Batch 53/91] [D loss: 0.571977] [G loss: 1.306985]
[Epoch 60/200] [Batch 54/91] [D loss: 0.461714] [G loss: 1.071905]
[Epoch 60/200] [Batch 55/91] [D loss: 0.347025] [G loss: 1.475534]
[Epoch 60/200] [Batch 56/91] [D loss: 0.481636] [G loss: 1.339123]
[Epoch 60/200] [Batch 57/91] [D loss: 0.497743] [G loss: 1.207623]
[Epoch 60/200] [Batch 58/91] [D loss: 0.505205] [G loss: 1.411112]
[Epoch 60/200] [Batch 59/91] [D loss: 0.489472] [G loss: 0.982670]
[Epoch 60/200] [Batch 60/91] [D loss: 0.503058] [G loss: 1.833377]
[Epoch 60/200] [Batch 61/91] [D loss: 0.468977] [G loss: 1.265244]
[Epoch 60/200] [Batch 62/91] [D loss: 0.462182] [G loss: 1.033948]
[Epoch 60/200] [Batch 63/91] [D loss: 0.546713] [G loss: 1.936285]
[Epoch 60/200] [Batch 64/91] [D loss: 0.481117] [G loss: 1.393041]
[Epoch 60/200] [Batch 65/91] [D loss: 0.546321] [G loss: 0.778125]
[Epoch 60/200] [Batch 66/91] [D loss: 0.544972] [G loss: 1.743894]
[Epoch 60/200] [Batch 67/91] [D loss: 0.347809] [G loss: 1.349509]
[Epoch 60/200] [Batch 68/91] [D loss: 0.427219] [G loss: 1.225194]
[Epoch 60/200] [Batch 69/91] [D loss: 0.498616] [G loss: 1.534615]
[Epoch 60/200] [Batch 70/91] [D loss: 0.472318] [G loss: 1.087277]
[Epoch 60/200] [Batch 71/91] [D loss: 0.436101] [G loss: 1.325112]
[Epoch 60/200] [Batch 72/91] [D loss: 0.471139] [G loss: 1.569253]
[Epoch 60/200] [Batch 73/91] [D loss: 0.507100] [G loss: 0.918698]
[Epoch 60/200] [Batch 74/91] [D loss: 0.467374] [G loss: 1.612156]
[Epoch 60/200] [Batch 75/91] [D loss: 0.385500] [G loss: 1.272777]
[Epoch 60/200] [Batch 76/91] [D loss: 0.471968] [G loss: 1.741215]
[Epoch 60/200] [Batch 77/91] [D loss: 0.483579] [G loss: 1.203920]
[Epoch 60/200] [Batch 78/91] [D loss: 0.426239] [G loss: 1.165102]
[Epoch 60/200] [Batch 79/91] [D loss: 0.517206] [G loss: 1.614333]
[Epoch 60/200] [Batch 80/91] [D loss: 0.548682] [G loss: 1.149071]
[Epoch 60/200] [Batch 81/91] [D loss: 0.542984] [G loss: 1.538166]
[Epoch 60/200] [Batch 82/91] [D loss: 0.484879] [G loss: 1.146285]
[Epoch 60/200] [Batch 83/91] [D loss: 0.451690] [G loss: 1.076816]
[Epoch 60/200] [Batch 84/91] [D loss: 0.438364] [G loss: 1.350954]
[Epoch 60/200] [Batch 85/91] [D loss: 0.396277] [G loss: 1.435092]
[Epoch 60/200] [Batch 86/91] [D loss: 0.424371] [G loss: 1.409978]
[Epoch 60/200] [Batch 87/91] [D loss: 0.490295] [G loss: 1.205925]
[Epoch 60/200] [Batch 88/91] [D loss: 0.492242] [G loss: 1.562556]
[Epoch 60/200] [Batch 89/91] [D loss: 0.416374] [G loss: 1.349931]
[Epoch 60/200] [Batch 90/91] [D loss: 0.464997] [G loss: 1.361620]
[Epoch 61/200] [Batch 0/91] [D loss: 0.508304] [G loss: 0.844449]
[Epoch 61/200] [Batch 1/91] [D loss: 0.492367] [G loss: 2.087358]
[Epoch 61/200] [Batch 2/91] [D loss: 0.475236] [G loss: 1.279597]
[Epoch 61/200] [Batch 3/91] [D loss: 0.422954] [G loss: 1.259011]
[Epoch 61/200] [Batch 4/91] [D loss: 0.539318] [G loss: 1.967089]
[Epoch 61/200] [Batch 5/91] [D loss: 0.425888] [G loss: 1.224999]
[Epoch 61/200] [Batch 6/91] [D loss: 0.439179] [G loss: 1.105437]
[Epoch 61/200] [Batch 7/91] [D loss: 0.472821] [G loss: 1.551420]
[Epoch 61/200] [Batch 8/91] [D loss: 0.381156] [G loss: 1.161421]
[Epoch 61/200] [Batch 9/91] [D loss: 0.585455] [G loss: 1.631763]
[Epoch 61/200] [Batch 10/91] [D loss: 0.508985] [G loss: 0.968503]
[Epoch 61/200] [Batch 11/91] [D loss: 0.438192] [G loss: 1.585027]
[Epoch 61/200] [Batch 12/91] [D loss: 0.418686] [G loss: 1.319227]
[Epoch 61/200] [Batch 13/91] [D loss: 0.417104] [G loss: 1.163082]
[Epoch 61/200] [Batch 14/91] [D loss: 0.440744] [G loss: 1.571997]
[Epoch 61/200] [Batch 15/91] [D loss: 0.415449] [G loss: 1.183129]
[Epoch 61/200] [Batch 16/91] [D loss: 0.433919] [G loss: 1.256719]
[Epoch 61/200] [Batch 17/91] [D loss: 0.431463] [G loss: 1.372876]
[Epoch 61/200] [Batch 18/91] [D loss: 0.551869] [G loss: 1.915859]
[Epoch 61/200] [Batch 19/91] [D loss: 0.530872] [G loss: 0.917390]
[Epoch 61/200] [Batch 20/91] [D loss: 0.483140] [G loss: 1.585226]
[Epoch 61/200] [Batch 21/91] [D loss: 0.571604] [G loss: 0.778089]
[Epoch 61/200] [Batch 22/91] [D loss: 0.558099] [G loss: 2.241407]
[Epoch 61/200] [Batch 23/91] [D loss: 0.430711] [G loss: 1.388896]
[Epoch 61/200] [Batch 24/91] [D loss: 0.576571] [G loss: 0.888094]
[Epoch 61/200] [Batch 25/91] [D loss: 0.474352] [G loss: 1.708460]
[Epoch 61/200] [Batch 26/91] [D loss: 0.448746] [G loss: 1.314399]
[Epoch 61/200] [Batch 27/91] [D loss: 0.484504] [G loss: 1.198671]
[Epoch 61/200] [Batch 28/91] [D loss: 0.412563] [G loss: 1.589368]
[Epoch 61/200] [Batch 29/91] [D loss: 0.537705] [G loss: 1.372630]
[Epoch 61/200] [Batch 30/91] [D loss: 0.525550] [G loss: 1.024627]
[Epoch 61/200] [Batch 31/91] [D loss: 0.438922] [G loss: 1.157261]
[Epoch 61/200] [Batch 32/91] [D loss: 0.531716] [G loss: 1.678566]
[Epoch 61/200] [Batch 33/91] [D loss: 0.453560] [G loss: 1.072662]
[Epoch 61/200] [Batch 34/91] [D loss: 0.399563] [G loss: 1.508978]
[Epoch 61/200] [Batch 35/91] [D loss: 0.448730] [G loss: 1.307862]
[Epoch 61/200] [Batch 36/91] [D loss: 0.411783] [G loss: 1.704182]
[Epoch 61/200] [Batch 37/91] [D loss: 0.435275] [G loss: 1.329959]
[Epoch 61/200] [Batch 38/91] [D loss: 0.490782] [G loss: 1.336072]
[Epoch 61/200] [Batch 39/91] [D loss: 0.409786] [G loss: 1.468448]
[Epoch 61/200] [Batch 40/91] [D loss: 0.409614] [G loss: 1.612157]
[Epoch 61/200] [Batch 41/91] [D loss: 0.405862] [G loss: 1.107917]
[Epoch 61/200] [Batch 42/91] [D loss: 0.440617] [G loss: 1.477114]
[Epoch 61/200] [Batch 43/91] [D loss: 0.524643] [G loss: 1.161478]
[Epoch 61/200] [Batch 44/91] [D loss: 0.372893] [G loss: 1.674204]
[Epoch 61/200] [Batch 45/91] [D loss: 0.473369] [G loss: 1.373068]
[Epoch 61/200] [Batch 46/91] [D loss: 0.423761] [G loss: 1.058099]
