Namespace(b1=0.5, b2=0.999, batch_size=64, channels=3, img_size=64, latent_dim=100, lr=0.0002, n_cpu=8, n_epochs=200, sample_interval=400)
[Epoch 78/200] [Batch 15/91] [D loss: 0.523528] [G loss: 0.810558]
[Epoch 78/200] [Batch 16/91] [D loss: 0.487811] [G loss: 1.305766]
[Epoch 78/200] [Batch 17/91] [D loss: 0.438781] [G loss: 1.532737]
[Epoch 78/200] [Batch 18/91] [D loss: 0.472236] [G loss: 1.228522]
[Epoch 78/200] [Batch 19/91] [D loss: 0.471472] [G loss: 1.249640]
[Epoch 78/200] [Batch 20/91] [D loss: 0.514617] [G loss: 1.641227]
[Epoch 78/200] [Batch 21/91] [D loss: 0.484368] [G loss: 0.947452]
[Epoch 78/200] [Batch 22/91] [D loss: 0.421947] [G loss: 1.964533]
[Epoch 78/200] [Batch 23/91] [D loss: 0.395681] [G loss: 1.267942]
[Epoch 78/200] [Batch 24/91] [D loss: 0.337261] [G loss: 1.350269]
[Epoch 78/200] [Batch 25/91] [D loss: 0.361679] [G loss: 1.709729]
[Epoch 78/200] [Batch 26/91] [D loss: 0.416600] [G loss: 1.490012]
[Epoch 78/200] [Batch 27/91] [D loss: 0.377981] [G loss: 1.268762]
[Epoch 78/200] [Batch 28/91] [D loss: 0.393227] [G loss: 1.391099]
[Epoch 78/200] [Batch 29/91] [D loss: 0.404289] [G loss: 1.258725]
[Epoch 78/200] [Batch 30/91] [D loss: 0.399789] [G loss: 1.257799]
[Epoch 78/200] [Batch 31/91] [D loss: 0.493900] [G loss: 1.895752]
[Epoch 78/200] [Batch 32/91] [D loss: 0.460763] [G loss: 0.963678]
[Epoch 78/200] [Batch 33/91] [D loss: 0.382562] [G loss: 1.626992]
[Epoch 78/200] [Batch 34/91] [D loss: 0.419538] [G loss: 1.325291]
[Epoch 78/200] [Batch 35/91] [D loss: 0.380683] [G loss: 1.363922]
[Epoch 78/200] [Batch 36/91] [D loss: 0.415901] [G loss: 1.469636]
[Epoch 78/200] [Batch 37/91] [D loss: 0.373341] [G loss: 1.303397]
[Epoch 78/200] [Batch 38/91] [D loss: 0.402361] [G loss: 1.332877]
[Epoch 78/200] [Batch 39/91] [D loss: 0.384815] [G loss: 1.895027]
[Epoch 78/200] [Batch 40/91] [D loss: 0.352428] [G loss: 1.157925]
[Epoch 78/200] [Batch 41/91] [D loss: 0.500514] [G loss: 1.849795]
[Epoch 78/200] [Batch 42/91] [D loss: 0.391667] [G loss: 1.430761]
[Epoch 78/200] [Batch 43/91] [D loss: 0.413627] [G loss: 1.156083]
[Epoch 78/200] [Batch 44/91] [D loss: 0.450514] [G loss: 1.692037]
[Epoch 78/200] [Batch 45/91] [D loss: 0.529840] [G loss: 0.938756]
[Epoch 78/200] [Batch 46/91] [D loss: 0.794974] [G loss: 2.755491]
[Epoch 78/200] [Batch 47/91] [D loss: 0.679165] [G loss: 0.824028]
[Epoch 78/200] [Batch 48/91] [D loss: 0.512236] [G loss: 1.747428]
[Epoch 78/200] [Batch 49/91] [D loss: 0.458285] [G loss: 1.933345]
[Epoch 78/200] [Batch 50/91] [D loss: 0.463172] [G loss: 0.841659]
[Epoch 78/200] [Batch 51/91] [D loss: 0.418510] [G loss: 1.391088]
[Epoch 78/200] [Batch 52/91] [D loss: 0.421131] [G loss: 1.322625]
[Epoch 78/200] [Batch 53/91] [D loss: 0.429276] [G loss: 1.638978]
[Epoch 78/200] [Batch 54/91] [D loss: 0.502653] [G loss: 0.992767]
[Epoch 78/200] [Batch 55/91] [D loss: 0.453066] [G loss: 1.873415]
[Epoch 78/200] [Batch 56/91] [D loss: 0.456271] [G loss: 1.445043]
[Epoch 78/200] [Batch 57/91] [D loss: 0.489431] [G loss: 0.933604]
[Epoch 78/200] [Batch 58/91] [D loss: 0.391983] [G loss: 1.501682]
[Epoch 78/200] [Batch 59/91] [D loss: 0.426692] [G loss: 1.728629]
[Epoch 78/200] [Batch 60/91] [D loss: 0.405595] [G loss: 1.274320]
[Epoch 78/200] [Batch 61/91] [D loss: 0.362168] [G loss: 1.580490]
[Epoch 78/200] [Batch 62/91] [D loss: 0.394499] [G loss: 1.666083]
[Epoch 78/200] [Batch 63/91] [D loss: 0.416649] [G loss: 1.244917]
[Epoch 78/200] [Batch 64/91] [D loss: 0.450374] [G loss: 1.438470]
[Epoch 78/200] [Batch 65/91] [D loss: 0.329204] [G loss: 1.559816]
[Epoch 78/200] [Batch 66/91] [D loss: 0.460737] [G loss: 1.159882]
[Epoch 78/200] [Batch 67/91] [D loss: 0.424889] [G loss: 1.757301]
[Epoch 78/200] [Batch 68/91] [D loss: 0.353973] [G loss: 1.278250]
[Epoch 78/200] [Batch 69/91] [D loss: 0.345370] [G loss: 1.501283]
[Epoch 78/200] [Batch 70/91] [D loss: 0.379256] [G loss: 1.839058]
[Epoch 78/200] [Batch 71/91] [D loss: 0.426064] [G loss: 1.283126]
[Epoch 78/200] [Batch 72/91] [D loss: 0.438183] [G loss: 1.602309]
[Epoch 78/200] [Batch 73/91] [D loss: 0.465124] [G loss: 1.063657]
[Epoch 78/200] [Batch 74/91] [D loss: 0.594147] [G loss: 2.706809]
[Epoch 78/200] [Batch 75/91] [D loss: 0.546038] [G loss: 0.907128]
[Epoch 78/200] [Batch 76/91] [D loss: 0.532897] [G loss: 2.385102]
[Epoch 78/200] [Batch 77/91] [D loss: 0.469811] [G loss: 1.306948]
[Epoch 78/200] [Batch 78/91] [D loss: 0.446927] [G loss: 1.925736]
[Epoch 78/200] [Batch 79/91] [D loss: 0.446612] [G loss: 1.056149]
[Epoch 78/200] [Batch 80/91] [D loss: 0.368578] [G loss: 1.923057]
[Epoch 78/200] [Batch 81/91] [D loss: 0.424421] [G loss: 1.732039]
[Epoch 78/200] [Batch 82/91] [D loss: 0.449799] [G loss: 1.357434]
[Epoch 78/200] [Batch 83/91] [D loss: 0.454064] [G loss: 1.711533]
[Epoch 78/200] [Batch 84/91] [D loss: 0.475005] [G loss: 1.543186]
[Epoch 78/200] [Batch 85/91] [D loss: 0.562767] [G loss: 0.847509]
[Epoch 78/200] [Batch 86/91] [D loss: 0.730098] [G loss: 2.960206]
[Epoch 78/200] [Batch 87/91] [D loss: 0.688788] [G loss: 0.975218]
[Epoch 78/200] [Batch 88/91] [D loss: 0.455446] [G loss: 2.491126]
[Epoch 78/200] [Batch 89/91] [D loss: 0.647621] [G loss: 1.929800]
[Epoch 78/200] [Batch 90/91] [D loss: 0.584087] [G loss: 0.684153]
[Epoch 79/200] [Batch 0/91] [D loss: 0.370777] [G loss: 1.969513]
[Epoch 79/200] [Batch 1/91] [D loss: 0.442563] [G loss: 1.911396]
[Epoch 79/200] [Batch 2/91] [D loss: 0.519165] [G loss: 1.117582]
[Epoch 79/200] [Batch 3/91] [D loss: 0.454541] [G loss: 1.293722]
[Epoch 79/200] [Batch 4/91] [D loss: 0.600424] [G loss: 1.700594]
[Epoch 79/200] [Batch 5/91] [D loss: 0.480450] [G loss: 1.079007]
[Epoch 79/200] [Batch 6/91] [D loss: 0.541658] [G loss: 1.262219]
[Epoch 79/200] [Batch 7/91] [D loss: 0.427795] [G loss: 1.380835]
[Epoch 79/200] [Batch 8/91] [D loss: 0.460246] [G loss: 1.498420]
[Epoch 79/200] [Batch 9/91] [D loss: 0.516486] [G loss: 1.131592]
[Epoch 79/200] [Batch 10/91] [D loss: 0.496316] [G loss: 1.382310]
[Epoch 79/200] [Batch 11/91] [D loss: 0.570854] [G loss: 1.215488]
[Epoch 79/200] [Batch 12/91] [D loss: 0.706936] [G loss: 1.946205]
[Epoch 79/200] [Batch 13/91] [D loss: 0.732881] [G loss: 0.615522]
[Epoch 79/200] [Batch 14/91] [D loss: 0.681174] [G loss: 1.960624]
[Epoch 79/200] [Batch 15/91] [D loss: 0.528116] [G loss: 1.284416]
[Epoch 79/200] [Batch 16/91] [D loss: 0.471906] [G loss: 1.231798]
[Epoch 79/200] [Batch 17/91] [D loss: 0.585185] [G loss: 1.257974]
[Epoch 79/200] [Batch 18/91] [D loss: 0.504491] [G loss: 1.065232]
[Epoch 79/200] [Batch 19/91] [D loss: 0.555665] [G loss: 1.460926]
[Epoch 79/200] [Batch 20/91] [D loss: 0.505899] [G loss: 1.215201]
[Epoch 79/200] [Batch 21/91] [D loss: 0.548474] [G loss: 0.914377]
[Epoch 79/200] [Batch 22/91] [D loss: 0.489153] [G loss: 1.621760]
[Epoch 79/200] [Batch 23/91] [D loss: 0.480680] [G loss: 1.126461]
[Epoch 79/200] [Batch 24/91] [D loss: 0.460376] [G loss: 1.174038]
[Epoch 79/200] [Batch 25/91] [D loss: 0.445308] [G loss: 1.458708]
[Epoch 79/200] [Batch 26/91] [D loss: 0.460573] [G loss: 1.262308]
[Epoch 79/200] [Batch 27/91] [D loss: 0.631581] [G loss: 1.001453]
[Epoch 79/200] [Batch 28/91] [D loss: 0.641335] [G loss: 2.257887]
[Epoch 79/200] [Batch 29/91] [D loss: 0.557259] [G loss: 0.808466]
[Epoch 79/200] [Batch 30/91] [D loss: 0.493403] [G loss: 1.832762]
[Epoch 79/200] [Batch 31/91] [D loss: 0.472636] [G loss: 1.213656]
[Epoch 79/200] [Batch 32/91] [D loss: 0.454582] [G loss: 1.427249]
[Epoch 79/200] [Batch 33/91] [D loss: 0.467138] [G loss: 1.188990]
[Epoch 79/200] [Batch 34/91] [D loss: 0.511264] [G loss: 1.392603]
[Epoch 79/200] [Batch 35/91] [D loss: 0.477065] [G loss: 1.072595]
[Epoch 79/200] [Batch 36/91] [D loss: 0.485607] [G loss: 1.521408]
[Epoch 79/200] [Batch 37/91] [D loss: 0.445811] [G loss: 1.368193]
[Epoch 79/200] [Batch 38/91] [D loss: 0.573082] [G loss: 1.144789]
[Epoch 79/200] [Batch 39/91] [D loss: 0.495159] [G loss: 1.532537]
[Epoch 79/200] [Batch 40/91] [D loss: 0.521681] [G loss: 1.023219]
[Epoch 79/200] [Batch 41/91] [D loss: 0.569457] [G loss: 1.892681]
[Epoch 79/200] [Batch 42/91] [D loss: 0.518605] [G loss: 0.895737]
[Epoch 79/200] [Batch 43/91] [D loss: 0.555813] [G loss: 1.526111]
[Epoch 79/200] [Batch 44/91] [D loss: 0.491897] [G loss: 1.199150]
[Epoch 79/200] [Batch 45/91] [D loss: 0.513565] [G loss: 1.699684]
[Epoch 79/200] [Batch 46/91] [D loss: 0.528083] [G loss: 1.123390]
[Epoch 79/200] [Batch 47/91] [D loss: 0.463308] [G loss: 1.149582]
[Epoch 79/200] [Batch 48/91] [D loss: 0.420724] [G loss: 1.539412]
[Epoch 79/200] [Batch 49/91] [D loss: 0.490546] [G loss: 1.012252]
[Epoch 79/200] [Batch 50/91] [D loss: 0.485462] [G loss: 1.752720]
[Epoch 79/200] [Batch 51/91] [D loss: 0.676237] [G loss: 1.122235]
[Epoch 79/200] [Batch 52/91] [D loss: 0.715089] [G loss: 2.764633]
[Epoch 79/200] [Batch 53/91] [D loss: 0.492849] [G loss: 1.135881]
[Epoch 79/200] [Batch 54/91] [D loss: 0.505999] [G loss: 0.973203]
[Epoch 79/200] [Batch 55/91] [D loss: 0.491202] [G loss: 1.544205]
[Epoch 79/200] [Batch 56/91] [D loss: 0.549494] [G loss: 1.328309]
[Epoch 79/200] [Batch 57/91] [D loss: 0.472536] [G loss: 1.328801]
[Epoch 79/200] [Batch 58/91] [D loss: 0.401374] [G loss: 1.256189]
[Epoch 79/200] [Batch 59/91] [D loss: 0.454843] [G loss: 1.406963]
[Epoch 79/200] [Batch 60/91] [D loss: 0.398669] [G loss: 1.303670]
[Epoch 79/200] [Batch 61/91] [D loss: 0.428234] [G loss: 1.646647]
[Epoch 79/200] [Batch 62/91] [D loss: 0.447354] [G loss: 0.959373]
[Epoch 79/200] [Batch 63/91] [D loss: 0.387913] [G loss: 1.369652]
[Epoch 79/200] [Batch 64/91] [D loss: 0.351062] [G loss: 1.857742]
[Epoch 79/200] [Batch 65/91] [D loss: 0.394813] [G loss: 1.368732]
[Epoch 79/200] [Batch 66/91] [D loss: 0.484735] [G loss: 1.010946]
[Epoch 79/200] [Batch 67/91] [D loss: 0.543976] [G loss: 2.391544]
[Epoch 79/200] [Batch 68/91] [D loss: 0.475556] [G loss: 1.191967]
[Epoch 79/200] [Batch 69/91] [D loss: 0.396638] [G loss: 1.412603]
[Epoch 79/200] [Batch 70/91] [D loss: 0.415980] [G loss: 1.763187]
[Epoch 79/200] [Batch 71/91] [D loss: 0.398890] [G loss: 1.305619]
[Epoch 79/200] [Batch 72/91] [D loss: 0.473199] [G loss: 0.979383]
[Epoch 79/200] [Batch 73/91] [D loss: 0.588855] [G loss: 1.909320]
[Epoch 79/200] [Batch 74/91] [D loss: 0.549863] [G loss: 1.159607]
[Epoch 79/200] [Batch 75/91] [D loss: 0.389370] [G loss: 1.905678]
[Epoch 79/200] [Batch 76/91] [D loss: 0.345430] [G loss: 1.479773]
[Epoch 79/200] [Batch 77/91] [D loss: 0.382988] [G loss: 1.417482]
[Epoch 79/200] [Batch 78/91] [D loss: 0.364298] [G loss: 1.416410]
[Epoch 79/200] [Batch 79/91] [D loss: 0.420936] [G loss: 1.571114]
[Epoch 79/200] [Batch 80/91] [D loss: 0.434990] [G loss: 1.312573]
[Epoch 79/200] [Batch 81/91] [D loss: 0.408671] [G loss: 1.200395]
[Epoch 79/200] [Batch 82/91] [D loss: 0.422787] [G loss: 1.325791]
[Epoch 79/200] [Batch 83/91] [D loss: 0.499351] [G loss: 1.625610]
[Epoch 79/200] [Batch 84/91] [D loss: 0.475425] [G loss: 1.166918]
[Epoch 79/200] [Batch 85/91] [D loss: 0.487333] [G loss: 1.284861]
[Epoch 79/200] [Batch 86/91] [D loss: 0.490160] [G loss: 1.488291]
[Epoch 79/200] [Batch 87/91] [D loss: 0.423613] [G loss: 1.127294]
[Epoch 79/200] [Batch 88/91] [D loss: 0.381791] [G loss: 1.582469]
[Epoch 79/200] [Batch 89/91] [D loss: 0.436115] [G loss: 1.168022]
[Epoch 79/200] [Batch 90/91] [D loss: 0.657451] [G loss: 2.267074]
[Epoch 80/200] [Batch 0/91] [D loss: 0.545106] [G loss: 0.980831]
[Epoch 80/200] [Batch 1/91] [D loss: 0.468697] [G loss: 1.759706]
[Epoch 80/200] [Batch 2/91] [D loss: 0.490577] [G loss: 1.285079]
[Epoch 80/200] [Batch 3/91] [D loss: 0.427026] [G loss: 1.129941]
[Epoch 80/200] [Batch 4/91] [D loss: 0.436897] [G loss: 1.711218]
[Epoch 80/200] [Batch 5/91] [D loss: 0.423077] [G loss: 1.217026]
[Epoch 80/200] [Batch 6/91] [D loss: 0.446284] [G loss: 1.322226]
[Epoch 80/200] [Batch 7/91] [D loss: 0.445306] [G loss: 1.296418]
[Epoch 80/200] [Batch 8/91] [D loss: 0.424707] [G loss: 1.575456]
[Epoch 80/200] [Batch 9/91] [D loss: 0.450476] [G loss: 1.328909]
[Epoch 80/200] [Batch 10/91] [D loss: 0.520766] [G loss: 1.103589]
[Epoch 80/200] [Batch 11/91] [D loss: 0.501525] [G loss: 1.644579]
[Epoch 80/200] [Batch 12/91] [D loss: 0.399567] [G loss: 1.302963]
[Epoch 80/200] [Batch 13/91] [D loss: 0.436826] [G loss: 1.187215]
[Epoch 80/200] [Batch 14/91] [D loss: 0.480547] [G loss: 2.051488]
[Epoch 80/200] [Batch 15/91] [D loss: 0.419754] [G loss: 1.343624]
[Epoch 80/200] [Batch 16/91] [D loss: 0.441924] [G loss: 1.012290]
[Epoch 80/200] [Batch 17/91] [D loss: 0.409219] [G loss: 1.873758]
[Epoch 80/200] [Batch 18/91] [D loss: 0.410117] [G loss: 1.506728]
[Epoch 80/200] [Batch 19/91] [D loss: 0.510968] [G loss: 1.133006]
[Epoch 80/200] [Batch 20/91] [D loss: 0.562587] [G loss: 2.032696]
[Epoch 80/200] [Batch 21/91] [D loss: 0.532617] [G loss: 1.076139]
[Epoch 80/200] [Batch 22/91] [D loss: 0.501966] [G loss: 0.997487]
[Epoch 80/200] [Batch 23/91] [D loss: 0.550536] [G loss: 2.109370]
[Epoch 80/200] [Batch 24/91] [D loss: 0.428432] [G loss: 1.096179]
[Epoch 80/200] [Batch 25/91] [D loss: 0.379421] [G loss: 1.281245]
[Epoch 80/200] [Batch 26/91] [D loss: 0.416978] [G loss: 1.935732]
[Epoch 80/200] [Batch 27/91] [D loss: 0.549057] [G loss: 0.981095]
[Epoch 80/200] [Batch 28/91] [D loss: 0.429263] [G loss: 1.951467]
[Epoch 80/200] [Batch 29/91] [D loss: 0.342652] [G loss: 1.528865]
[Epoch 80/200] [Batch 30/91] [D loss: 0.445298] [G loss: 1.472747]
[Epoch 80/200] [Batch 31/91] [D loss: 0.447713] [G loss: 1.768430]
[Epoch 80/200] [Batch 32/91] [D loss: 0.447376] [G loss: 1.005294]
[Epoch 80/200] [Batch 33/91] [D loss: 0.502175] [G loss: 1.603517]
[Epoch 80/200] [Batch 34/91] [D loss: 0.484898] [G loss: 0.890747]
[Epoch 80/200] [Batch 35/91] [D loss: 0.432523] [G loss: 1.733529]
[Epoch 80/200] [Batch 36/91] [D loss: 0.437586] [G loss: 1.436285]
[Epoch 80/200] [Batch 37/91] [D loss: 0.444627] [G loss: 1.275778]
[Epoch 80/200] [Batch 38/91] [D loss: 0.484622] [G loss: 1.301595]
[Epoch 80/200] [Batch 39/91] [D loss: 0.405956] [G loss: 1.301595]
[Epoch 80/200] [Batch 40/91] [D loss: 0.429343] [G loss: 1.305404]
[Epoch 80/200] [Batch 41/91] [D loss: 0.463981] [G loss: 1.289923]
[Epoch 80/200] [Batch 42/91] [D loss: 0.483627] [G loss: 1.479049]
[Epoch 80/200] [Batch 43/91] [D loss: 0.537311] [G loss: 1.061802]
[Epoch 80/200] [Batch 44/91] [D loss: 0.461750] [G loss: 1.552257]
[Epoch 80/200] [Batch 45/91] [D loss: 0.600189] [G loss: 0.764420]
[Epoch 80/200] [Batch 46/91] [D loss: 0.826438] [G loss: 2.623933]
[Epoch 80/200] [Batch 47/91] [D loss: 0.515009] [G loss: 0.887340]
[Epoch 80/200] [Batch 48/91] [D loss: 0.482129] [G loss: 1.117472]
[Epoch 80/200] [Batch 49/91] [D loss: 0.532306] [G loss: 1.810504]
[Epoch 80/200] [Batch 50/91] [D loss: 0.540709] [G loss: 0.855682]
[Epoch 80/200] [Batch 51/91] [D loss: 0.470591] [G loss: 1.529292]
[Epoch 80/200] [Batch 52/91] [D loss: 0.381439] [G loss: 1.307323]
[Epoch 80/200] [Batch 53/91] [D loss: 0.412719] [G loss: 1.310885]
[Epoch 80/200] [Batch 54/91] [D loss: 0.464914] [G loss: 1.281742]
[Epoch 80/200] [Batch 55/91] [D loss: 0.461292] [G loss: 1.387180]
[Epoch 80/200] [Batch 56/91] [D loss: 0.505150] [G loss: 1.342057]
[Epoch 80/200] [Batch 57/91] [D loss: 0.475364] [G loss: 1.344965]
[Epoch 80/200] [Batch 58/91] [D loss: 0.439453] [G loss: 1.012565]
[Epoch 80/200] [Batch 59/91] [D loss: 0.435243] [G loss: 1.361850]
[Epoch 80/200] [Batch 60/91] [D loss: 0.454758] [G loss: 1.499789]
[Epoch 80/200] [Batch 61/91] [D loss: 0.457827] [G loss: 1.359412]
[Epoch 80/200] [Batch 62/91] [D loss: 0.455236] [G loss: 1.058543]
[Epoch 80/200] [Batch 63/91] [D loss: 0.399030] [G loss: 1.421493]
[Epoch 80/200] [Batch 64/91] [D loss: 0.473105] [G loss: 1.287813]
[Epoch 80/200] [Batch 65/91] [D loss: 0.476799] [G loss: 1.344407]
[Epoch 80/200] [Batch 66/91] [D loss: 0.406793] [G loss: 1.191830]
[Epoch 80/200] [Batch 67/91] [D loss: 0.444252] [G loss: 1.285697]
[Epoch 80/200] [Batch 68/91] [D loss: 0.373305] [G loss: 1.242074]
[Epoch 80/200] [Batch 69/91] [D loss: 0.458990] [G loss: 1.290592]
[Epoch 80/200] [Batch 70/91] [D loss: 0.493227] [G loss: 1.962221]
[Epoch 80/200] [Batch 71/91] [D loss: 0.596992] [G loss: 0.994413]
[Epoch 80/200] [Batch 72/91] [D loss: 0.540703] [G loss: 1.670042]
[Epoch 80/200] [Batch 73/91] [D loss: 0.429398] [G loss: 1.158458]
[Epoch 80/200] [Batch 74/91] [D loss: 0.342259] [G loss: 1.292192]
[Epoch 80/200] [Batch 75/91] [D loss: 0.459531] [G loss: 1.768833]
[Epoch 80/200] [Batch 76/91] [D loss: 0.502163] [G loss: 1.056567]
[Epoch 80/200] [Batch 77/91] [D loss: 0.419541] [G loss: 1.969689]
[Epoch 80/200] [Batch 78/91] [D loss: 0.388392] [G loss: 1.201879]
[Epoch 80/200] [Batch 79/91] [D loss: 0.463694] [G loss: 1.107511]
[Epoch 80/200] [Batch 80/91] [D loss: 0.546981] [G loss: 1.965481]
[Epoch 80/200] [Batch 81/91] [D loss: 0.534776] [G loss: 0.973594]
[Epoch 80/200] [Batch 82/91] [D loss: 0.459127] [G loss: 2.200758]
[Epoch 80/200] [Batch 83/91] [D loss: 0.467375] [G loss: 1.250458]
[Epoch 80/200] [Batch 84/91] [D loss: 0.457838] [G loss: 1.009281]
[Epoch 80/200] [Batch 85/91] [D loss: 0.398813] [G loss: 1.993648]
[Epoch 80/200] [Batch 86/91] [D loss: 0.429793] [G loss: 1.824973]
[Epoch 80/200] [Batch 87/91] [D loss: 0.501862] [G loss: 1.106263]
[Epoch 80/200] [Batch 88/91] [D loss: 0.458948] [G loss: 1.533833]
[Epoch 80/200] [Batch 89/91] [D loss: 0.379212] [G loss: 1.297911]
[Epoch 80/200] [Batch 90/91] [D loss: 0.438883] [G loss: 1.541762]
[Epoch 81/200] [Batch 0/91] [D loss: 0.440433] [G loss: 1.083070]
[Epoch 81/200] [Batch 1/91] [D loss: 0.446965] [G loss: 1.672677]
[Epoch 81/200] [Batch 2/91] [D loss: 0.447373] [G loss: 1.000683]
[Epoch 81/200] [Batch 3/91] [D loss: 0.506618] [G loss: 2.243214]
[Epoch 81/200] [Batch 4/91] [D loss: 0.374563] [G loss: 1.303353]
[Epoch 81/200] [Batch 5/91] [D loss: 0.466767] [G loss: 1.387194]
[Epoch 81/200] [Batch 6/91] [D loss: 0.507630] [G loss: 1.471018]
[Epoch 81/200] [Batch 7/91] [D loss: 0.510508] [G loss: 0.948738]
[Epoch 81/200] [Batch 8/91] [D loss: 0.681040] [G loss: 2.609520]
[Epoch 81/200] [Batch 9/91] [D loss: 0.521023] [G loss: 1.232605]
[Epoch 81/200] [Batch 10/91] [D loss: 0.461301] [G loss: 1.160507]
[Epoch 81/200] [Batch 11/91] [D loss: 0.463983] [G loss: 1.531636]
[Epoch 81/200] [Batch 12/91] [D loss: 0.492349] [G loss: 1.284609]
[Epoch 81/200] [Batch 13/91] [D loss: 0.464538] [G loss: 1.700996]
[Epoch 81/200] [Batch 14/91] [D loss: 0.447944] [G loss: 1.108953]
[Epoch 81/200] [Batch 15/91] [D loss: 0.600047] [G loss: 1.990046]
[Epoch 81/200] [Batch 16/91] [D loss: 0.543407] [G loss: 0.942109]
[Epoch 81/200] [Batch 17/91] [D loss: 0.550708] [G loss: 1.759122]
[Epoch 81/200] [Batch 18/91] [D loss: 0.425531] [G loss: 1.250002]
[Epoch 81/200] [Batch 19/91] [D loss: 0.544790] [G loss: 1.061511]
[Epoch 81/200] [Batch 20/91] [D loss: 0.527317] [G loss: 1.979690]
[Epoch 81/200] [Batch 21/91] [D loss: 0.496426] [G loss: 1.015819]
[Epoch 81/200] [Batch 22/91] [D loss: 0.492051] [G loss: 1.316672]
[Epoch 81/200] [Batch 23/91] [D loss: 0.536960] [G loss: 1.288426]
[Epoch 81/200] [Batch 24/91] [D loss: 0.528571] [G loss: 1.109918]
[Epoch 81/200] [Batch 25/91] [D loss: 0.493731] [G loss: 1.670363]
[Epoch 81/200] [Batch 26/91] [D loss: 0.403630] [G loss: 1.145462]
[Epoch 81/200] [Batch 27/91] [D loss: 0.464974] [G loss: 1.637429]
[Epoch 81/200] [Batch 28/91] [D loss: 0.424230] [G loss: 1.269458]
[Epoch 81/200] [Batch 29/91] [D loss: 0.539371] [G loss: 1.496596]
[Epoch 81/200] [Batch 30/91] [D loss: 0.434053] [G loss: 1.063655]
[Epoch 81/200] [Batch 31/91] [D loss: 0.537034] [G loss: 1.702020]
[Epoch 81/200] [Batch 32/91] [D loss: 0.447380] [G loss: 0.921963]
[Epoch 81/200] [Batch 33/91] [D loss: 0.384352] [G loss: 1.490318]
[Epoch 81/200] [Batch 34/91] [D loss: 0.421025] [G loss: 1.579150]
[Epoch 81/200] [Batch 35/91] [D loss: 0.465902] [G loss: 1.318385]
[Epoch 81/200] [Batch 36/91] [D loss: 0.545778] [G loss: 2.174876]
[Epoch 81/200] [Batch 37/91] [D loss: 0.600663] [G loss: 0.828196]
[Epoch 81/200] [Batch 38/91] [D loss: 0.443694] [G loss: 1.665302]
[Epoch 81/200] [Batch 39/91] [D loss: 0.500444] [G loss: 1.191265]
[Epoch 81/200] [Batch 40/91] [D loss: 0.401434] [G loss: 1.478078]
[Epoch 81/200] [Batch 41/91] [D loss: 0.389758] [G loss: 1.480308]
[Epoch 81/200] [Batch 42/91] [D loss: 0.458381] [G loss: 1.260868]
[Epoch 81/200] [Batch 43/91] [D loss: 0.691960] [G loss: 2.205582]
[Epoch 81/200] [Batch 44/91] [D loss: 0.508950] [G loss: 1.000548]
[Epoch 81/200] [Batch 45/91] [D loss: 0.483678] [G loss: 1.802172]
[Epoch 81/200] [Batch 46/91] [D loss: 0.443987] [G loss: 1.700343]
[Epoch 81/200] [Batch 47/91] [D loss: 0.643607] [G loss: 0.965288]
[Epoch 81/200] [Batch 48/91] [D loss: 0.594562] [G loss: 1.905922]
[Epoch 81/200] [Batch 49/91] [D loss: 0.497294] [G loss: 1.187024]
[Epoch 81/200] [Batch 50/91] [D loss: 0.444215] [G loss: 1.227904]
[Epoch 81/200] [Batch 51/91] [D loss: 0.478106] [G loss: 1.359658]
[Epoch 81/200] [Batch 52/91] [D loss: 0.400943] [G loss: 1.386594]
[Epoch 81/200] [Batch 53/91] [D loss: 0.373313] [G loss: 1.466087]
[Epoch 81/200] [Batch 54/91] [D loss: 0.449784] [G loss: 1.325489]
[Epoch 81/200] [Batch 55/91] [D loss: 0.407792] [G loss: 1.275074]
[Epoch 81/200] [Batch 56/91] [D loss: 0.474367] [G loss: 1.460042]
[Epoch 81/200] [Batch 57/91] [D loss: 0.529069] [G loss: 0.896887]
[Epoch 81/200] [Batch 58/91] [D loss: 0.446827] [G loss: 1.821224]
[Epoch 81/200] [Batch 59/91] [D loss: 0.390740] [G loss: 1.283314]
[Epoch 81/200] [Batch 60/91] [D loss: 0.448906] [G loss: 1.559510]
[Epoch 81/200] [Batch 61/91] [D loss: 0.432534] [G loss: 1.223702]
[Epoch 81/200] [Batch 62/91] [D loss: 0.489273] [G loss: 1.528410]
[Epoch 81/200] [Batch 63/91] [D loss: 0.455476] [G loss: 1.347503]
[Epoch 81/200] [Batch 64/91] [D loss: 0.492091] [G loss: 1.001686]
[Epoch 81/200] [Batch 65/91] [D loss: 0.451966] [G loss: 1.717586]
[Epoch 81/200] [Batch 66/91] [D loss: 0.446014] [G loss: 1.230628]
[Epoch 81/200] [Batch 67/91] [D loss: 0.484137] [G loss: 1.233583]
[Epoch 81/200] [Batch 68/91] [D loss: 0.494365] [G loss: 1.545347]
[Epoch 81/200] [Batch 69/91] [D loss: 0.615439] [G loss: 0.741249]
[Epoch 81/200] [Batch 70/91] [D loss: 0.830007] [G loss: 2.637636]
[Epoch 81/200] [Batch 71/91] [D loss: 0.600162] [G loss: 1.035430]
[Epoch 81/200] [Batch 72/91] [D loss: 0.466125] [G loss: 1.368172]
